month,tri,days,partial
2025-07,64.62,12,False
2025-08,117.3,20,False
2025-09,117.12,20,False
2025-10,155.63,22,False
2025-11,133.55,18,False
2025-12,123.25,22,False
2026-01,141.91,19,False
2026-02,169.34,18,False
2026-03,186.0,21,False
2026-04,182.55,21,False
2026-05,207.87,18,False
2026-06,278.2,22,False
2026-07,188.57,17,True
